similarity,combination
34,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
30,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
39,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
25,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
35,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
33,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
36,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
45,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
29,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
43,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
33,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
38,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
18,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
20,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
19,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
22,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
29,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
34,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
27,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
35,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
32,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
37,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
44,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
29,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
35,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
27,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
36,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
33,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
38,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
44,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
33,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
15,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
22,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
20,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
19,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
22,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
30,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
21,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
19,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
25,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
33,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
24,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
29,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
29,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
32,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
38,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
17,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
31,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
31,['ERC677Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
18,['ERC677Token.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
31,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
44,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
28,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
41,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
37,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
39,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
51,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
21,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
42,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
45,['ERC677Token.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
26,['ERC677Token.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
36,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
20,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
28,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
19,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
22,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
21,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
25,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
32,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
17,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
27,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
27,['LinkReceiver.sol', 'ERC677.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
20,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
19,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
30,['ERC677.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
