similarity,combination
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
2,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol']
17,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'BasicToken.sol']
18,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC20.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
21,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
21,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
20,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
17,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
18,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
17,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
21,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
16,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
18,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
20,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'BasicToken.sol']
16,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC20.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
16,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'ERC20.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223.sol']
16,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
19,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'BasicToken.sol', 'Token223.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'ERC20.sol', 'Token223.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
23,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
16,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
23,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
16,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
22,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
19,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
16,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
18,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
18,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
18,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'BasicToken.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC20.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
5,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'ERC20.sol']
6,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223.sol']
5,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
4,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
8,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
5,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'BasicToken.sol', 'Token223.sol']
2,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
15,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
14,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
5,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
4,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
8,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
5,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
2,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
4,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
4,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
8,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
4,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
2,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'NotERC223Compatible.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
6,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
3,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
7,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
7,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
17,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol']
20,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'LinkToken.sol']
8,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol']
16,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'BasicToken.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'ERC20.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC223Compatible.sol', 'Token223.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
17,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
20,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223.sol']
13,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
16,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
19,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
23,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
20,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
24,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token223.sol']
